DATAFLOW,LAST UPDATE,freq,unit,hazard,nace_r2,waste,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,IS,2016,1067319,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,IS,2018,1293511,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,IT,2004,139806106,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,IT,2006,155025054,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,IT,2008,179257461,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,IT,2010,158627618,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,IT,2012,154427046,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,IT,2014,157870348,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,IT,2016,163827838,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,IT,2018,172502773,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,IT,2020,174887620,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,LI,2008,383337,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,LI,2010,312180,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,LI,2012,466547,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,LI,2014,569067,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,LI,2016,502581,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,LI,2018,437823,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,LT,2004,7010178,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,LT,2006,6361109,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,LT,2008,6333352,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,LT,2010,5578134,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,LT,2012,5678751,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,LT,2014,6200450,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,LT,2016,6674238,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,LT,2018,7080538,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,LT,2020,6695731,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,LU,2004,8315766,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,LU,2006,8378911,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,LU,2008,9592144,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,LU,2010,10441469,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,LU,2012,8397228,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,LU,2014,7072758,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,LU,2016,10020519,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,LU,2018,9014397,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,LU,2020,9215222,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,LV,2004,1257225,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,LV,2006,1858551,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,LV,2008,1495084,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,LV,2010,1498200,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,LV,2012,2309581,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,LV,2014,2621495,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,LV,2016,1909631,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,LV,2018,1773726,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,LV,2020,2852792,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,ME,2012,1014139,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,ME,2014,1092741,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,ME,2016,1685006,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,ME,2018,1222758,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,ME,2020,1246833,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,MK,2008,1362466,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,MK,2010,2327590,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,MK,2012,8472343,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,MK,2014,2186612,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,MK,2016,1424859,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,MK,2018,1140253,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,MK,2020,1484596,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,MT,2004,3146062,e
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,MT,2006,2861489,e
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,MT,2008,2070391,e
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,MT,2010,1352994,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,MT,2012,1456213,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,MT,2014,1672810,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,MT,2016,1951928,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,MT,2018,2507070,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,MT,2020,3000546,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,NL,2004,92448121,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,NL,2006,99166563,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,NL,2008,102648605,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,NL,2010,121145468,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,NL,2012,121194466,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,NL,2014,132362297,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,NL,2016,141024020,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,NL,2018,145245469,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,NL,2020,125138771,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,NO,2004,7453565,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,NO,2006,9913286,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,NO,2008,10286643,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,NO,2010,9432997,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,NO,2012,10721599,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,NO,2014,10614914,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,NO,2016,11131594,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,NO,2018,14137718,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,NO,2020,14040663,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,PL,2004,137478449,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,PL,2006,153628937,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,PL,2008,138984638,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,PL,2010,158661957,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,PL,2012,162382959,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,PL,2014,179179899,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,PL,2016,182005677,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,PL,2018,175473691,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,PL,2020,170233670,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,PT,2004,29317295,e
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,PT,2006,34952771,e
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,PT,2008,16882923,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,PT,2010,13640079,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,PT,2012,13359517,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,PT,2014,14368003,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,PT,2016,14739135,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,PT,2018,15894873,b
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,PT,2020,16601514,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,RO,2004,369300408,s
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,RO,2006,344356921,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,RO,2008,189138507,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,RO,2010,201432951,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,RO,2012,249354926,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,RO,2014,176607415,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,RO,2016,177562905,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,RO,2018,203017193,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,RO,2020,141364457,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,RS,2010,33615918,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,RS,2012,55002570,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,RS,2014,49128311,b
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,RS,2016,48965314,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,RS,2018,51102914,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,RS,2020,58655708,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,SE,2004,91759469,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,SE,2006,94971307,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,SE,2008,86168590,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,SE,2010,117645185,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,SE,2012,156306504,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,SE,2014,167026886,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,SE,2016,141625718,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,SE,2018,138667585,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,SE,2020,151823910,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,SI,2004,5770505,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,SI,2006,6035829,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,SI,2008,5038401,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,SI,2010,5986106,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,SI,2012,4546506,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,SI,2014,4686417,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,SI,2016,5494362,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,SI,2018,8220679,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,SI,2020,7518375,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,SK,2004,10668411,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,SK,2006,14501495,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,SK,2008,11472008,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,SK,2010,9384112,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,SK,2012,8425384,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,SK,2014,8862778,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,SK,2016,10606966,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,SK,2018,12401870,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,SK,2020,12775926,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,TR,2004,58820312,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,TR,2006,46091628,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,TR,2008,64764502,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,TR,2010,63540624,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,TR,2012,67383777,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,TR,2014,73075119,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,TR,2016,75534641,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,TR,2018,97294071,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,TR,2020,107608312,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,UK,2004,298798846,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,UK,2006,291147402,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,UK,2008,282222127,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,UK,2010,241808706,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,UK,2012,241506743,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,UK,2014,262992726,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,UK,2016,272064636,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,UK,2018,282393639,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,XK,2012,1166619,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,XK,2014,1039803,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,XK,2016,2855990,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,XK,2018,2961225,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,XK,2020,2592828,
